Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
commons-io,org.apache.commons.io.function,UncheckTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
commons-io,org.apache.commons.io.input,AutoCloseInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,AutoCloseInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,BOMInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: DEFAULT; byteOrderMarks; include
commons-io,org.apache.commons.io.input,BOMInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,BrokenInputStream,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; exceptionSupplier
commons-io,org.apache.commons.io.input,BrokenReader,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; exceptionSupplier
commons-io,org.apache.commons.io.input,BufferedFileChannelInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,BufferedFileChannelInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ByteBufferCleaner.Cleaner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ByteBufferCleaner.Java8Cleaner,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: cleanerMethod; cleanMethod
commons-io,org.apache.commons.io.input,ByteBufferCleaner.Java8Cleaner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ByteBufferCleaner.Java9Cleaner,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: theUnsafe; invokeCleaner
commons-io,org.apache.commons.io.input,ByteBufferCleaner.Java9Cleaner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,CharacterFilterReader,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractCharacterFilterReader
commons-io,org.apache.commons.io.input,CharacterSetFilterReader,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractCharacterFilterReader
commons-io,org.apache.commons.io.input,CharSequenceInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: charsetEncoder
commons-io,org.apache.commons.io.input,CharSequenceInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ClosedInputStream,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; CLOSED_INPUT_STREAM
commons-io,org.apache.commons.io.input,ClosedReader,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; CLOSED_READER
commons-io,org.apache.commons.io.input,InfiniteCircularInputStream,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CircularInputStream
commons-io,org.apache.commons.io.input,MemoryMappedFileInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,MemoryMappedFileInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,MessageDigestCalculatingInputStream,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ObservableInputStream
commons-io,org.apache.commons.io.input,MessageDigestCalculatingInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: messageDigest
commons-io,org.apache.commons.io.input,MessageDigestCalculatingInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,MessageDigestCalculatingInputStream.MessageDigestMaintainingObserver,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: messageDigest
commons-io,org.apache.commons.io.input,MessageDigestCalculatingInputStream.MessageDigestMaintainingObserver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,NullInputStream,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; size; position; mark; readlimit; eof; throwEofException; markSupported
commons-io,org.apache.commons.io.input,NullReader,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; size; position; mark; readlimit; eof; throwEofException; markSupported
commons-io,org.apache.commons.io.input,ObservableInputStream.Observer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,ObservableInputStream.Observer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ProxyInputStream,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: AutoCloseInputStream; BOMInputStream; CloseShieldInputStream; CountingInputStream; MarkShieldInputStream; ObservableInputStream; SwappedDataInputStream; TaggedInputStream; TeeInputStream; MarkShieldInputStreamTest.MarkTestableInputStream; ThrowOnCloseInputStream
commons-io,org.apache.commons.io.input,QueueInputStream,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: QueueOutputStream; QueueInputStream
commons-io,org.apache.commons.io.input,QueueInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: blockingQueue; timeout
commons-io,org.apache.commons.io.input,QueueInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,RandomAccessFileInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: randomAccessFile; closeOnClose
commons-io,org.apache.commons.io.input,RandomAccessFileInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ReadAheadInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: executorService
commons-io,org.apache.commons.io.input,ReadAheadInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ReaderInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: charsetEncoder
commons-io,org.apache.commons.io.input,ReaderInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ReversedLinesFileReader.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,ReversedLinesFileReader.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ReversedLinesFileReader.FilePart,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: no; data; leftOver; currentLastBytePos
commons-io,org.apache.commons.io.input,ReversedLinesFileReader.FilePart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,SwappedDataInputStream,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ProxyInputStream
commons-io,org.apache.commons.io.input,TaggedInputStream,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ProxyInputStream
commons-io,org.apache.commons.io.input,TaggedReader,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ProxyReader
commons-io,org.apache.commons.io.input,Tailer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Tailer; TailerListener
commons-io,org.apache.commons.io.input,Tailer,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
commons-io,org.apache.commons.io.input,Tailer.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,Tailer.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: DEFAULT_DELAY_DURATION; tailable; tailerListener; delayDuration; end; reOpen; startThread; executorService
commons-io,org.apache.commons.io.input,Tailer.RandomAccessFileBridge,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: randomAccessFile
commons-io,org.apache.commons.io.input,Tailer.RandomAccessFileBridge,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,Tailer.RandomAccessResourceBridge,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,Tailer.Tailable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,Tailer.TailablePath,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: path; linkOptions
commons-io,org.apache.commons.io.input,Tailer.TailablePath,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,UncheckedBufferedReader.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,UncheckedBufferedReader.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,UncheckedFilterInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,UncheckedFilterInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,UncheckedFilterReader.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,UncheckedFilterReader.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,UnsynchronizedBufferedInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,UnsynchronizedBufferedInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,UnsynchronizedByteArrayInputStream,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: offset; length; END_OF_STREAM; data; eod; offset; markedOffset
commons-io,org.apache.commons.io.input,UnsynchronizedByteArrayInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: offset; length
commons-io,org.apache.commons.io.input,UnsynchronizedByteArrayInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,UnsynchronizedFilterInputStream.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,UnsynchronizedFilterInputStream.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,XmlStreamReader,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: nullCharset; lenient; httpContentType; UTF_8; US_ASCII; UTF_16BE; UTF_16LE; UTF_32BE; UTF_32LE; UTF_16; UTF_32; EBCDIC; BOMS; XML_GUESS_BYTES; CHARSET_PATTERN; ENCODING_PATTERN; RAW_EX_1; RAW_EX_2; HTTP_EX_1; HTTP_EX_2; HTTP_EX_3; reader; encoding; defaultEncoding
commons-io,org.apache.commons.io.input,XmlStreamReader.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: nullCharset; lenient; httpContentType
commons-io,org.apache.commons.io.input,XmlStreamReader.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,BOMInputStreamTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 44 public methods
commons-io,org.apache.commons.io.input,BOMInputStreamTest.ExpectCloseInputStream,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: _closeCalled
commons-io,org.apache.commons.io.input,BOMInputStreamTest.ExpectCloseInputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,BufferedFileChannelInputStreamTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,CharSequenceInputStreamTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 36 public methods
commons-io,org.apache.commons.io.input,ClassLoaderObjectInputStreamTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ClassLoaderObjectInputStreamTest.E,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,ClassLoaderObjectInputStreamTest.E,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ClassLoaderObjectInputStreamTest.Test,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID; i; o; e
commons-io,org.apache.commons.io.input,ClassLoaderObjectInputStreamTest.Test,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,MarkShieldInputStreamTest.MarkTestableInputStream,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: markcount; readlimit
commons-io,org.apache.commons.io.input,MarkShieldInputStreamTest.MarkTestableInputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,NullInputStreamTest.TestNullInputStream,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,NullInputStreamTest.TestNullInputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,NullReaderTest.TestNullReader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,NullReaderTest.TestNullReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ObservableInputStreamTest.DataViewObserver,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: buffer; lastValue; length; offset
commons-io,org.apache.commons.io.input,ObservableInputStreamTest.DataViewObserver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ObservableInputStreamTest.LengthObserver,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: total
commons-io,org.apache.commons.io.input,ObservableInputStreamTest.LengthObserver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ObservableInputStreamTest.MethodCountObserver,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: closedCount; dataBufferCount; dataCount; errorCount; finishedCount
commons-io,org.apache.commons.io.input,ObservableInputStreamTest.MethodCountObserver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ObservableInputStreamTest.MethodCountObserver,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: closedCount; dataBufferCount; dataCount; errorCount; finishedCount
commons-io,org.apache.commons.io.input,ProxyReaderTest.CustomNullReader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,ProxyReaderTest.CustomNullReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ProxyReaderTest.ProxyReaderImpl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,ProxyReaderTest.ProxyReaderImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ReadAheadInputStreamTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
commons-io,org.apache.commons.io.input,ReversedLinesFileReaderTestParamFile,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,SequenceReaderTest.CustomReader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: closed
commons-io,org.apache.commons.io.input,SequenceReaderTest.CustomReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,TailerTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: file; randomAccessFile; lines; latch; exception; notFound; rotated; initialized; reachedEndOfFile; TEST_BUFFER_SIZE; TEST_DELAY_MILLIS; temporaryFolder
commons-io,org.apache.commons.io.input,TailerTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
commons-io,org.apache.commons.io.input,TailerTest.NonStandardTailable,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: file; randomAccessFile
commons-io,org.apache.commons.io.input,TailerTest.NonStandardTailable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,TailerTest.TestTailerListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input,TailerTest.TestTailerListener,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: lines; latch; exception; notFound; rotated; initialized; reachedEndOfFile
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Feature Envy,The tool detected a instance of this smell because testMarkReset is more interested in members of the type: UncheckedBufferedReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
commons-io,org.apache.commons.io.input,UncheckedFilterInputStreamTest,Feature Envy,The tool detected a instance of this smell because testMarkReset is more interested in members of the type: UncheckedFilterInputStream
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Feature Envy,The tool detected a instance of this smell because testMarkReset is more interested in members of the type: UncheckedFilterReader
commons-io,org.apache.commons.io.input,UnsynchronizedBufferedInputStreamTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BUFFER_SIZE; DATA; fileName; is; isFile; ibuf; lock; size; pos; contents
commons-io,org.apache.commons.io.input,UnsynchronizedBufferedInputStreamTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
commons-io,org.apache.commons.io.input,UnsynchronizedFilterInputStreamTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DATA; fileName; is; ibuf
commons-io,org.apache.commons.io.input,XmlStreamReaderTest,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 38 methods
commons-io,org.apache.commons.io.input,XmlStreamReaderUtilitiesTest.MockXmlStreamReader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.input,XmlStreamReaderUtilitiesTest.MockXmlStreamReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input.buffer,PeekableInputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.input.buffer,PeekableInputStream,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CircularBufferInputStream
commons-io,org.apache.commons.io.monitor,FileAlterationListener,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FileAlterationObserver; FileAlterationListener
commons-io,org.apache.commons.io.monitor,FileAlterationObserver,Feature Envy,The tool detected a instance of this smell because initialize is more interested in members of the type: FileEntry
commons-io,org.apache.commons.io.monitor,FileEntry,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
commons-io,org.apache.commons.io.monitor,AbstractMonitorTest,Feature Envy,The tool detected a instance of this smell because checkCollectionSizes is more interested in members of the type: CollectionFileListener
commons-io,org.apache.commons.io.monitor,FileAlterationMonitorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractMonitorTest
commons-io,org.apache.commons.io.monitor,FileAlterationObserverTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractMonitorTest
commons-io,org.apache.commons.io.output,AbstractByteArrayOutputStream.InputStreamConstructor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.output,BrokenOutputStream,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; exceptionSupplier
commons-io,org.apache.commons.io.output,BrokenWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; exceptionSupplier
